,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
41072,Portugal,"With hints of pineapple and peach flavors, this is a ripe wine with a refreshing juicy character. It's a food wine thanks to its mineral texture and tangy acidity. It could age a few more months, so hold until 2016.",Bridão Classico Branco,87,6,Tejo,,,Roger Voss,@vossroger,Adega Cooperativa do Cartaxo 2014 Bridão Classico Branco Fernão Pires (Tejo),Fernão Pires,Adega Cooperativa do Cartaxo
42903,Spain,"Green and lean Garnacha, with tobacco, celery and other vegetal aromas. Chunky in the mouth, but rather sour tasting, with grassy, green fruit and bite. Not a prime-time player.",Condesa de Sarabella,81,6,Northern Spain,Calatayud,,Michael Schachner,@wineschach,Bodega Virgen de la Sierra 2007 Condesa de Sarabella Garnacha (Calatayud),Garnacha,Bodega Virgen de la Sierra
44054,US,"Off-dry fruit conjures up flavors of grapes, apricots, peaches and even kumquats! A balanced, sensuous wine, it has no rough acid or over-the-top tropical fruit flavors. Long and silky. Best Buy. —P.G.",,88,6,Idaho,Idaho,,Paul Gregutt,@paulgwine ,Ste. Chapelle 2001 Johannisberg Riesling (Idaho),Johannisberg Riesling,Ste. Chapelle
44065,US,"Riesling has always been a strength of this winery, and this wine clearly shows why. It has a lightness and delicacy missing from most other domestic Riesling, yet it is not simple. Its complex, subtle, food-friendly flavors are right on the money. Best Buy. —P.G.",Dry,88,6,Idaho,Idaho,,Paul Gregutt,@paulgwine ,Ste. Chapelle 2001 Dry Riesling (Idaho),Riesling,Ste. Chapelle
44105,Italy,"Musky pear aromas start things off, but the flavors are in sharper focus—a blend of pears and green herbs, finishing with a touch of anise. A bit sweet-tasting, so serve well-chilled as an apéritif. Best Buy.",,84,6,Veneto,Veneto,,Joe Czerwinski,@JoeCz,La Francesca 2001 Pinot Grigio (Veneto),Pinot Grigio,La Francesca
44112,Chile,"Simple but clean in the nose, with just a hint of cheesy pungency. The palate veers toward tangerine and pineapple. The finish is sharp and acidic. Best Buy.",Estate Bottled,84,6,Maule Valley,,,Michael Schachner,@wineschach,Carta Vieja 2001 Estate Bottled Chardonnay (Maule Valley),Chardonnay,Carta Vieja
44188,Portugal,"Despite its light touch, this is fruity and full, with its blackberry fruit dominating the warm spice note and acidity. Soft tannins keep the wine together. Drink now. Screwcap.",Coreto,85,6,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2010 Coreto Red (Lisboa),Portuguese Red,DFJ Vinhos
44850,,"This blend of Gamay and Prokupe has aromas of tart cherry and Mediterranean herbs. Flavors recall cherry, black plum and stewed prune.",Amphora,84,6,,,,Jeff Jenssen,@worldwineguys,Stone Castle 2014 Amphora Red,Red Blend,Stone Castle
44851,,"This wine has aromas of honeysuckle and lemon curd, with flavors of lemon-meringue pie and lemon pith. The finish is clean and crisp.",Royal,84,6,,,,Jeff Jenssen,@worldwineguys,Stone Castle 2015 Royal Riesling,Riesling,Stone Castle
44862,Ukraine,"This medium-bodied rosé has aromas of strawberries and rose petals, and flavors of cherry, strawberry and tart cherry. The finish is clean, with a slight touch of residual sweetness on the palate.",Semi-Dry,84,6,Ukraine,,,Jeff Jenssen,@worldwineguys,Côtnar Hills 2014 Semi-Dry Rosé (Ukraine),Rosé,Côtnar Hills
46561,Portugal,"Soft, fruity and off dry, this is a typically fresh and light-hearted Vinho Verde. Attractive apple and lemon flavors shine through the lightly prickly texture. Drink immediately.",Aliança,85,6,Vinho Verde,,,Roger Voss,@vossroger,Caves Aliança 2013 Aliança White (Vinho Verde),Portuguese White,Caves Aliança
46826,US,"By “soft” the winery means sweet. This is a low-acid style, showing flavors of pear, melon and mango. It's a good sipping wine, but perhaps a bit too soft for most foods. —P.G.",Soft,86,6,Idaho,Idaho,,Paul Gregutt,@paulgwine ,Ste. Chapelle 2001 Soft Chenin Blanc (Idaho),Chenin Blanc,Ste. Chapelle
47102,Portugal,"The Borba cooperative is in one of the most productive Alentejo wine regions. With this simple and fruity wine, it has captured warmth as well as ripe tannins. Berry fruits and acidity give it a lift. Drink now.",Brado,85,6,Alentejano,,,Roger Voss,@vossroger,Adega Cooperativa de Borba 2015 Brado Red (Alentejano),Portuguese Red,Adega Cooperativa de Borba
47201,US,"Tastes harsh and minty, like toothpaste, with some fruit flavors of cherries and blackberries. If you take the price into account, it's not bad.",,82,6,California,California,California Other,,,Leaping Horse 2007 Merlot (California),Merlot,Leaping Horse
50598,US,"Pretty basic red wine, with a tough, tannic mouthfeel and not much fruit, but dry and balanced, with lots of pepper. Sipped from a plastic cup at a big party with pizza and Buffalo wings, it's fine.",,83,6,California,California,California Other,,,Leaping Horse 2007 Shiraz (California),Shiraz,Leaping Horse
50824,Australia,"This Chard is a straightforward, good quaffer, with a light, pleasant sweetness more suited for late-summer picnics than dinner parties. Offers crisp yellow fruit, plus light citrus and mineral notes on the palate; on the nose, the fruit is tropical. Drink it before the weather gets too crisp.",Stamp of Australia,85,6,Australia Other,South Eastern Australia,,,,Hardys 2002 Stamp of Australia Chardonnay (South Eastern Australia),Chardonnay,Hardys
50955,Portugal,"This is a structured wine, probably because of the Touriga Nacional in the blend. That also gives a perfumed edge to this ripe, full wine with its juicy red fruit acidity. It is fruity and will be ready to drink from late 2016.",Casaleiro Colheita Seleccionada,86,6,Tejo,,,Roger Voss,@vossroger,Caves Velhas 2015 Casaleiro Colheita Seleccionada Red (Tejo),Portuguese Red,Caves Velhas
52081,Chile,"Simple and neutral, with sweetness to the nose. It's soft and flabby in the mouth, with candied vanilla and melon flavors. Sweet and low in intensity, and already it's dull despite being a new release.",Selection,82,6,Curicó Valley,,,Michael Schachner,@wineschach,Quasar 2010 Selection Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Quasar
53989,Argentina,"Hard-crusted, medicinal aromas give the llama more funk than we prefer, and the palate is generic and clampy. Shows a mild burnt flavor throughout and while it's okay, it doesn't taste a whole lot like the Shiraz we've grown accustomed to.",,82,6,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Funky Llama 2007 Shiraz (Mendoza),Shiraz,Funky Llama
54029,US,"Coming in a 375ml can, this wine brings aromas of lees and lemon curd. The palate is creamy in feel and lightly sweet.",,85,6,America,,,Sean P. Sullivan,@wawinereport,Original House Wine NV Chardonnay (America),Chardonnay,Original House Wine
54030,US,"Pale salmon in color, this is an aromatic rosé with notes of peach and jasmine. It's off dry in style and brings easy drinking enjoyment.",,85,6,America,,,Sean P. Sullivan,@wawinereport,Original House Wine NV Rosé (America),Rosé,Original House Wine
54040,Portugal,"One of the most familiar Vinho Verde brands in Portugal, this wine is medium sweet with a light prickle on the tongue. It is fruity with creamed apple and citrus along with a touch of honey. The wine is crisp and clean, delicious to drink as an apéritif.",Gatão,85,6,Vinho Verde,,,Roger Voss,@vossroger,Borges NV Gatão White (Vinho Verde),Portuguese White,Borges
57318,Italy,"Light but clean, with aromas of anise, pears and green apples and modest flavors of pear, watermelon rind and lime.",,83,6,Veneto,Veneto,,Joe Czerwinski,@JoeCz,Soldo 2001 Pinot Grigio (Veneto),Pinot Grigio,Soldo
59212,Portugal,"A light and fruity style of Vinho Verde, its acidity balanced with pear and white-currant notes. Lemon flavors cut through, adding brightness.",Terras de Felgueiras,85,6,Vinho Verde,,,Roger Voss,@vossroger,Vercoope 2011 Terras de Felgueiras White (Vinho Verde),Portuguese White,Vercoope
59443,US,"Made in the easy, crisp and affordable style that has made this variety so popular, this Pinot Grigio has fruity flavors of peaches, apricots, apples, pineapples, tangerines and vanilla, with a spicy, honeyed finish.",,85,6,California,California,California Other,,,Barefoot Cellars NV Pinot Grigio (California),Pinot Grigio,Barefoot Cellars
60392,Chile,"Here's a good example of a value Chardonnay. It's clean and fruity, with spicy apple flavors, a focused and lengthy finish, and proper acidity. The whole is better than its parts.",,86,6,Casablanca Valley,,,Michael Schachner,@wineschach,Walnut Crest 2001 Chardonnay (Casablanca Valley),Chardonnay,Walnut Crest
60484,France,"Bruno Mottet's 2013 purchase of Right Bank Château Seguin now delivers a ripe, smooth and soft wine. There is plenty of fruitiness, citrus, green plum and apple, all integrated into the rich texture and final acidity. Drink now.",Sauvignon de Seguin,85,6,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Seguin 2015 Sauvignon de Seguin  (Bordeaux Blanc),Bordeaux-style White Blend,Château Seguin
61694,US,"For six bucks you get a dry, rich, creamy Chardonnay with nice flavors of pineapples, pears, apples and smoky vanilla. This is a great price for a wine of this polished appeal.",,84,6,California,California,California Other,,,Leaping Horse 2008 Chardonnay (California),Chardonnay,Leaping Horse
61930,Chile,"The nose smells a bit like corn. The wine is round, soft and without much edge. The fruit seems a little pliable and ultimately it isn't all that structured. Finishes with a bit of banana.",,82,6,Curicó Valley,,,Michael Schachner,@wineschach,Calama 2002 Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Calama
62614,Portugal,"A light, crisp strawberry- and melon-flavored wine, with a fresh mint aroma. There is some sweetness, but the acidity and fresh fruits balance that attractively.",Alandra Rosé,83,6,Portugal,,,Roger Voss,@vossroger,Herdade do Esporão NV Alandra Rosé Red (Portugal),Portuguese Red,Herdade do Esporão
63792,Portugal,"Soft and fruity, the fruit light, flavored with plum jelly and dried fruits. The wine is soft, somewhat unfocused, the tannins giving some dryness, but leaving a feeling of old-fashioned over-ripe fruits.",Colheita Seleccionada Tinto,83,6,Ribatejo,,,Roger Voss,@vossroger,Casaleiro 2006 Colheita Seleccionada Tinto Red (Ribatejo),Portuguese Red,Casaleiro
63964,Spain,"This is snappy all the way, if a touch raw and citric on the palate. Freshness is a virtue on this affordable Rioja, while red plum, raspberry and milk chocolate notes carry the flavor profile. Drink now.",Antaño,84,6,Northern Spain,Rioja,,Michael Schachner,@wineschach,J. Garcia Carrion 2009 Antaño  (Rioja),Tempranillo,J. Garcia Carrion
65340,US,"This is quite dry, as the label indicates, and nicely scented with light floral notes. Citrus fruit flavors run through an elegant, textured wine that definitely wants food to go with. Best Buy. —P.G.",Dry,88,6,Idaho,Idaho,,Paul Gregutt,@paulgwine ,Ste. Chapelle 2001 Dry Gewürztraminer (Idaho),Gewürztraminer,Ste. Chapelle
66321,Argentina,"Lightly citric and mildly tropical, but mostly it's just a simple, easygoing wine with cantaloupe and peachy flavors along with a mild, cleansing finish. Nothing special but nothing wrong, and therein lies its virtue.",,84,6,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Funky Llama 2009 Chardonnay (Mendoza),Chardonnay,Funky Llama
67690,France,"Bruno Mottet's 2013 purchase of Right Bank Château Seguin now delivers a ripe, smooth and soft wine. There is plenty of fruitiness, citrus, green plum and apple, all integrated into the rich texture and final acidity. Drink now.",Sauvignon de Seguin,85,6,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Seguin 2015 Sauvignon de Seguin  (Bordeaux Blanc),Bordeaux-style White Blend,Château Seguin
68404,US,"Shows plenty of varietal character. Spearmint, lemon and lime flavors, with a crisp, tart texture and a rich, spicy finish. Pleasant to drink and a good value. Best Buy.",,84,6,California,California,California Other,,,Woodbridge 2001 Sauvignon Blanc (California),Sauvignon Blanc,Woodbridge
68777,Argentina,Brambly aromas precede sour flavors of pie cherry and green strawberry. A sheering wine that's miserly even by Funky Llama's standards. The best that can be said about this tart Malbec is that it isn't overripe or sappy.,,81,6,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Funky Llama 2007 Malbec (Mendoza),Malbec,Funky Llama
72396,Spain,"Almost red in color, with dusty aromas that mix in a blast of latex and dried cherry notes. The wine is made from organically grown Bobal grapes, and it offers tang and bite along with crisp flavors of plum skins, raspberry and citrus. Almost sour, but not. A solid quaffer for the price.",Albero Bobal,85,6,Levante,Utiel-Requena,,Michael Schachner,@wineschach,Iranzo Fields 2009 Albero Bobal Rosé (Utiel-Requena),Rosé,Iranzo Fields
72420,Argentina,"A touch tough and stemmy on the nose, but given the price it rates as positive. The body is medium and friendly, while the flavors of raspberry and strawberry feature a peppery accent. Finishes crisp and fresh.",,84,6,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Zarpado 2009 Malbec (Mendoza),Malbec,Zarpado
75598,Argentina,"With solid peach aromas and an otherwise clean nose, this llama is worth the ride. Peach and honeydew flavors are sweet but not cloying or mucky, and there's even a hint of spicy white pepper to give the finish character.",,85,6,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Funky Llama 2008 Chardonnay (Mendoza),Chardonnay,Funky Llama
